patient,channel,category,n_samples,n_saturated,pct_saturated
rbd1,F4-C4,EEG,15498752,0,0.0
rbd1,C4-P4,EEG,15498752,0,0.0
rbd1,P4-O2,EEG,15498752,0,0.0
rbd1,C4-A1,EEG,15498752,0,0.0
rbd1,EMG1-EMG2,EMG,15498752,0,0.0
rbd1,ECG1-ECG2,ECG,15498752,2,0.0
rbd1,DX1-DX2,OTHER,15498752,0,0.0
rbd1,SX1-SX2,OTHER,15498752,0,0.0
rbd1,F8-T4,EEG,15498752,9,0.0001
rbd1,F7-T3,EEG,15498752,1,0.0
rbd1,TORACE,THORAX,15498752,3091185,19.9447
rbd1,ADDOME,ABDOMEN,15498752,2309606,14.9019
rbd1,MIC,OTHER,15498752,0,0.0
rbd10,ROC-LOC,EOG,13179392,1602,0.0122
rbd10,FP2-F4,EEG,13179392,129,0.001
rbd10,F4-C4,EEG,13179392,0,0.0
rbd10,C4-P4,EEG,13179392,0,0.0
rbd10,P4-O2,EEG,13179392,0,0.0
rbd10,FP1-F3,EEG,13179392,0,0.0
rbd10,F3-C3,EEG,13179392,0,0.0
rbd10,C3-P3,EEG,13179392,9,0.0001
rbd10,P3-O1,EEG,13179392,5,0.0
rbd10,C4-A1,EEG,13179392,0,0.0
rbd10,EMG1-EMG2,EMG,13179392,0,0.0
rbd10,ECG1-ECG2,ECG,13179392,182,0.0014
rbd10,DX1-DX2,OTHER,13179392,193,0.0015
rbd10,SX1-SX2,OTHER,13179392,565,0.0043
rbd10,F8-T4,EEG,13179392,6,0.0
rbd10,F7-T3,EEG,13179392,0,0.0
rbd10,TORACE,THORAX,13179392,1348626,10.2328
rbd10,ADDOME,ABDOMEN,13179392,2594669,19.6873
rbd10,SAO2,OXYGEN,13179392,13179045,99.9974
rbd10,HR,UNKNOWN,13179392,13179045,99.9974
rbd10,PLETH,OXYGEN,13179392,13128337,99.6126
rbd10,STAT,UNKNOWN,13179392,9285851,70.4574
rbd11,ROC-LOC,EOG,13179392,1602,0.0122
rbd11,FP2-F4,EEG,13179392,129,0.001
rbd11,F4-C4,EEG,13179392,0,0.0
rbd11,C4-P4,EEG,13179392,0,0.0
rbd11,P4-O2,EEG,13179392,0,0.0
rbd11,FP1-F3,EEG,13179392,0,0.0
rbd11,F3-C3,EEG,13179392,0,0.0
rbd11,C3-P3,EEG,13179392,9,0.0001
rbd11,P3-O1,EEG,13179392,5,0.0
rbd11,C4-A1,EEG,13179392,0,0.0
rbd11,EMG1-EMG2,EMG,13179392,0,0.0
rbd11,ECG1-ECG2,ECG,13179392,182,0.0014
rbd11,DX1-DX2,OTHER,13179392,193,0.0015
rbd11,SX1-SX2,OTHER,13179392,565,0.0043
rbd11,F8-T4,EEG,13179392,6,0.0
rbd11,F7-T3,EEG,13179392,0,0.0
rbd11,TORACE,THORAX,13179392,1348626,10.2328
rbd11,ADDOME,ABDOMEN,13179392,2594669,19.6873
rbd11,SAO2,OXYGEN,13179392,13179045,99.9974
rbd11,HR,UNKNOWN,13179392,13179045,99.9974
rbd11,PLETH,OXYGEN,13179392,13128337,99.6126
rbd11,STAT,UNKNOWN,13179392,9285851,70.4574
rbd12,ROC-LOC,EOG,16481792,1249,0.0076
rbd12,FP2-F4,EEG,16481792,1702,0.0103
rbd12,F4-C4,EEG,16481792,984,0.006
rbd12,C4-P4,EEG,16481792,2194,0.0133
rbd12,P4-O2,EEG,16481792,925,0.0056
rbd12,FP1-F3,EEG,16481792,96,0.0006
rbd12,F3-C3,EEG,16481792,82,0.0005
rbd12,C3-P3,EEG,16481792,1168,0.0071
rbd12,P3-O1,EEG,16481792,957,0.0058
rbd12,C4-A1,EEG,16481792,1277,0.0077
rbd12,EMG1-EMG2,EMG,16481792,76,0.0005
rbd12,ECG1-ECG2,ECG,16481792,71,0.0004
rbd12,DX1-DX2,OTHER,16481792,10,0.0001
rbd12,SX1-SX2,OTHER,16481792,302,0.0018
rbd12,F8-T4,EEG,16481792,24,0.0001
rbd12,F7-T3,EEG,16481792,140,0.0008
rbd12,TORACE,THORAX,16481792,6784460,41.1634
rbd12,ADDOME,ABDOMEN,16481792,1602444,9.7225
rbd12,SAO2,OXYGEN,16481792,16481788,100.0
rbd12,MIC,OTHER,16481792,0,0.0
rbd12,HR,UNKNOWN,16481792,16481783,99.9999
rbd12,PLETH,OXYGEN,16481792,16401201,99.511
rbd12,STAT,UNKNOWN,16481792,5284097,32.0602
rbd13,ROC-LOC,EOG,16020480,138,0.0009
rbd13,FP2-F4,EEG,16020480,0,0.0
rbd13,F4-C4,EEG,16020480,0,0.0
rbd13,C4-P4,EEG,16020480,0,0.0
rbd13,P4-O2,EEG,16020480,0,0.0
rbd13,FP1-F3,EEG,16020480,0,0.0
rbd13,F3-C3,EEG,16020480,0,0.0
rbd13,C3-P3,EEG,16020480,0,0.0
rbd13,P3-O1,EEG,16020480,0,0.0
rbd13,C4-A1,EEG,16020480,70,0.0004
rbd13,EMG1-EMG2,EMG,16020480,4,0.0
rbd13,ECG1-ECG2,ECG,16020480,192,0.0012
rbd13,DX1-DX2,OTHER,16020480,1033,0.0064
rbd13,SX1-SX2,OTHER,16020480,7,0.0
rbd13,F8-T4,EEG,16020480,2,0.0
rbd13,F7-T3,EEG,16020480,30,0.0002
rbd13,TORACE,THORAX,16020480,1499246,9.3583
rbd13,ADDOME,ABDOMEN,16020480,4576924,28.5692
rbd13,SAO2,OXYGEN,16020480,16020455,99.9998
rbd13,HR,UNKNOWN,16020480,16020423,99.9996
rbd13,PLETH,OXYGEN,16020480,15946025,99.5353
rbd13,STAT,UNKNOWN,16020480,5873905,36.665
rbd13,MIC,OTHER,16020480,0,0.0
rbd14,ROC-LOC,EOG,17142272,0,0.0
rbd14,FP2-F4,EEG,17142272,0,0.0
rbd14,F4-C4,EEG,17142272,0,0.0
rbd14,C4-P4,EEG,17142272,0,0.0
rbd14,P4-O2,EEG,17142272,0,0.0
rbd14,C4-A1,EEG,17142272,0,0.0
rbd14,EMG1-EMG2,EMG,17142272,0,0.0
rbd14,ECG1-ECG2,ECG,17142272,0,0.0
rbd14,DX1-DX2,OTHER,17142272,0,0.0
rbd14,SX1-SX2,OTHER,17142272,70,0.0004
rbd14,F8-T4,EEG,17142272,1,0.0
rbd14,F7-T3,EEG,17142272,0,0.0
rbd14,TORACE,THORAX,17142272,6034332,35.2015
rbd14,ADDOME,ABDOMEN,17142272,8803005,51.3526
rbd14,POSITION,OTHER,17142272,17142272,100.0
rbd14,MIC,OTHER,17142272,0,0.0
rbd15,ROC-LOC,EOG,26066432,29,0.0001
rbd15,FP2-F4,EEG,26066432,0,0.0
rbd15,F4-C4,EEG,26066432,0,0.0
rbd15,C4-P4,EEG,26066432,0,0.0
rbd15,P4-O2,EEG,26066432,0,0.0
rbd15,C4-A1,EEG,26066432,0,0.0
rbd15,EMG1-EMG2,EMG,26066432,0,0.0
rbd15,ECG1-ECG2,ECG,26066432,7258,0.0278
rbd15,DX1-DX2,OTHER,26066432,43643,0.1674
rbd15,SX1-SX2,OTHER,26066432,590,0.0023
rbd15,F8-T4,EEG,26066432,27,0.0001
rbd15,F7-T3,EEG,26066432,12,0.0
rbd16,ROC-LOC,EOG,16865792,0,0.0
rbd16,FP2-F4,EEG,16865792,15,0.0001
rbd16,F4-C4,EEG,16865792,0,0.0
rbd16,C4-P4,EEG,16865792,0,0.0
rbd16,P4-O2,EEG,16865792,0,0.0
rbd16,FP1-F3,EEG,16865792,0,0.0
rbd16,F3-C3,EEG,16865792,0,0.0
rbd16,C3-P3,EEG,16865792,0,0.0
rbd16,P3-O1,EEG,16865792,0,0.0
rbd16,C4-A1,EEG,16865792,0,0.0
rbd16,EMG1-EMG2,EMG,16865792,65,0.0004
rbd16,ECG1-ECG2,ECG,16865792,0,0.0
rbd16,DX1-DX2,OTHER,16865792,38,0.0002
rbd16,SX1-SX2,OTHER,16865792,0,0.0
rbd16,F8-T4,EEG,16865792,1,0.0
rbd16,F7-T3,EEG,16865792,0,0.0
rbd16,TORACE,THORAX,16865792,7843940,46.508
rbd16,ADDOME,ABDOMEN,16865792,2307707,13.6828
rbd16,POSITION,OTHER,16865792,16865753,99.9998
rbd16,SAO2,OXYGEN,16865792,16865740,99.9997
rbd16,MIC,OTHER,16865792,0,0.0
rbd16,HR,UNKNOWN,16865792,16865765,99.9998
rbd16,PLETH,OXYGEN,16865792,16754725,99.3415
rbd16,STAT,UNKNOWN,16865792,8136630,48.2434
rbd17,ROC-LOC,EOG,16036352,0,0.0
rbd17,FP2-F4,EEG,16036352,0,0.0
rbd17,F4-C4,EEG,16036352,0,0.0
rbd17,C4-P4,EEG,16036352,0,0.0
rbd17,P4-O2,EEG,16036352,0,0.0
rbd17,FP1-F3,EEG,16036352,0,0.0
rbd17,F3-C3,EEG,16036352,48,0.0003
rbd17,C3-P3,EEG,16036352,16,0.0001
rbd17,P3-O1,EEG,16036352,0,0.0
rbd17,C4-A1,EEG,16036352,722,0.0045
rbd17,EMG1-EMG2,EMG,16036352,0,0.0
rbd17,ECG1-ECG2,ECG,16036352,3067,0.0191
rbd17,DX1-DX2,OTHER,16036352,2,0.0
rbd17,SX1-SX2,OTHER,16036352,83,0.0005
rbd17,SAO2,OXYGEN,16036352,16036178,99.9989
rbd17,HR,UNKNOWN,16036352,16036201,99.9991
rbd17,PLETH,OXYGEN,16036352,15991454,99.72
rbd17,STAT,UNKNOWN,16036352,8166623,50.9257
rbd18,FP2-F4,EEG,16896000,5,0.0
rbd18,F4-C4,EEG,16896000,0,0.0
rbd18,C4-P4,EEG,16896000,0,0.0
rbd18,P4-O2,EEG,16896000,0,0.0
rbd18,F8-T4,EEG,16896000,0,0.0
rbd18,T4-T6,EEG,16896000,142,0.0008
rbd18,FP1-F3,EEG,16896000,0,0.0
rbd18,F3-C3,EEG,16896000,0,0.0
rbd18,C3-P3,EEG,16896000,0,0.0
rbd18,P3-O1,EEG,16896000,0,0.0
rbd18,F7-T3,EEG,16896000,0,0.0
rbd18,T3-T5,EEG,16896000,0,0.0
rbd18,C4-A1,EEG,16896000,33,0.0002
rbd18,ROC-LOC,EOG,16896000,0,0.0
rbd18,EMG1-EMG2,EMG,16896000,0,0.0
rbd18,ECG1-ECG2,ECG,16896000,177,0.001
rbd18,DX1-DX2,OTHER,16896000,0,0.0
rbd18,SX1-SX2,OTHER,16896000,0,0.0
rbd18,SAO2,OXYGEN,16896000,16896000,100.0
rbd18,HR,UNKNOWN,16896000,16896000,100.0
rbd18,PLETH,OXYGEN,16896000,16821667,99.5601
rbd18,STAT,UNKNOWN,16896000,4112106,24.3377
rbd19,ROC-LOC,EOG,17648640,2,0.0
rbd19,FP2-F4,EEG,17648640,0,0.0
rbd19,F4-C4,EEG,17648640,0,0.0
rbd19,C4-P4,EEG,17648640,0,0.0
rbd19,P4-O2,EEG,17648640,0,0.0
rbd19,FP1-F3,EEG,17648640,0,0.0
rbd19,F3-C3,EEG,17648640,0,0.0
rbd19,C3-P3,EEG,17648640,0,0.0
rbd19,P3-O1,EEG,17648640,0,0.0
rbd19,C4-A1,EEG,17648640,0,0.0
rbd19,EMG1-EMG2,EMG,17648640,3,0.0
rbd19,ECG1-ECG2,ECG,17648640,470,0.0027
rbd19,DX1-DX2,OTHER,17648640,79,0.0004
rbd19,SX1-SX2,OTHER,17648640,1,0.0
rbd19,F8-T4,EEG,17648640,100,0.0006
rbd19,F7-T3,EEG,17648640,2,0.0
rbd19,SAO2,OXYGEN,17648640,17648626,99.9999
rbd19,HR,UNKNOWN,17648640,17648616,99.9999
rbd19,PLETH,OXYGEN,17648640,17579598,99.6088
rbd19,STAT,UNKNOWN,17648640,8254648,46.7721
rbd2,ROC-LOC,EOG,18339840,0,0.0
rbd2,FP2-F4,EEG,18339840,0,0.0
rbd2,F4-C4,EEG,18339840,0,0.0
rbd2,C4-P4,EEG,18339840,0,0.0
rbd2,P4-O2,EEG,18339840,0,0.0
rbd2,FP1-F3,EEG,18339840,0,0.0
rbd2,F3-C3,EEG,18339840,0,0.0
rbd2,C3-P3,EEG,18339840,0,0.0
rbd2,P3-O1,EEG,18339840,0,0.0
rbd2,C4-A1,EEG,18339840,0,0.0
rbd2,EMG1-EMG2,EMG,18339840,0,0.0
rbd2,ECG1-ECG2,ECG,18339840,91,0.0005
rbd2,DX1-DX2,OTHER,18339840,88,0.0005
rbd2,SX1-SX2,OTHER,18339840,18,0.0001
rbd2,F8-T4,EEG,18339840,1507,0.0082
rbd2,F7-T3,EEG,18339840,41,0.0002
rbd2,SAO2,OXYGEN,18339840,18339372,99.9974
rbd2,HR,UNKNOWN,18339840,18338933,99.9951
rbd2,PLETH,OXYGEN,18339840,18243846,99.4766
rbd2,STAT,UNKNOWN,18339840,14769030,80.5298
rbd20,ROC-LOC,EOG,15560192,0,0.0
rbd20,FP2-F4,EEG,15560192,0,0.0
rbd20,F4-C4,EEG,15560192,0,0.0
rbd20,C4-P4,EEG,15560192,0,0.0
rbd20,P4-O2,EEG,15560192,0,0.0
rbd20,C4-A1,EEG,15560192,0,0.0
rbd20,EMG1-EMG2,EMG,15560192,0,0.0
rbd20,ECG1-ECG2,ECG,15560192,0,0.0
rbd20,DX1-DX2,OTHER,15560192,0,0.0
rbd20,SX1-SX2,OTHER,15560192,0,0.0
rbd20,F8-T4,EEG,15560192,630,0.004
rbd20,F7-T3,EEG,15560192,7,0.0
rbd20,SAO2,OXYGEN,15560192,15560180,99.9999
rbd20,HR,UNKNOWN,15560192,15560165,99.9998
rbd20,PLETH,OXYGEN,15560192,15516507,99.7193
rbd20,STAT,UNKNOWN,15560192,4515474,29.0194
rbd21,ROC-LOC,EOG,15544320,79,0.0005
rbd21,FP2-F4,EEG,15544320,0,0.0
rbd21,F4-C4,EEG,15544320,0,0.0
rbd21,C4-P4,EEG,15544320,0,0.0
rbd21,P4-O2,EEG,15544320,0,0.0
rbd21,FP1-F3,EEG,15544320,0,0.0
rbd21,F3-C3,EEG,15544320,0,0.0
rbd21,C3-P3,EEG,15544320,0,0.0
rbd21,P3-O1,EEG,15544320,0,0.0
rbd21,C4-A1,EEG,15544320,0,0.0
rbd21,EMG1-EMG2,EMG,15544320,157,0.001
rbd21,ECG1-ECG2,ECG,15544320,1557,0.01
rbd21,DX1-DX2,OTHER,15544320,0,0.0
rbd21,SX1-SX2,OTHER,15544320,0,0.0
rbd21,F8-T4,EEG,15544320,1015,0.0065
rbd21,F7-T3,EEG,15544320,6835,0.044
rbd21,SAO2,OXYGEN,15544320,15544276,99.9997
rbd21,HR,UNKNOWN,15544320,15544213,99.9993
rbd21,PLETH,OXYGEN,15544320,15459065,99.4515
rbd21,STAT,UNKNOWN,15544320,5335719,34.3258
rbd22,ROC-LOC,EOG,18109440,23,0.0001
rbd22,FP2-F4,EEG,18109440,0,0.0
rbd22,F4-C4,EEG,18109440,0,0.0
rbd22,C4-P4,EEG,18109440,0,0.0
rbd22,P4-O2,EEG,18109440,0,0.0
rbd22,FP1-F3,EEG,18109440,0,0.0
rbd22,F3-C3,EEG,18109440,0,0.0
rbd22,C3-P3,EEG,18109440,0,0.0
rbd22,P3-O1,EEG,18109440,0,0.0
rbd22,C4-A1,EEG,18109440,0,0.0
rbd22,EMG1-EMG2,EMG,18109440,8,0.0
rbd22,ECG1-ECG2,ECG,18109440,70,0.0004
rbd22,DX1-DX2,OTHER,18109440,0,0.0
rbd22,SX1-SX2,OTHER,18109440,75,0.0004
rbd22,F8-T4,EEG,18109440,0,0.0
rbd22,F7-T3,EEG,18109440,0,0.0
rbd22,SAO2,OXYGEN,18109440,18109412,99.9998
rbd22,HR,UNKNOWN,18109440,18109401,99.9998
rbd22,PLETH,OXYGEN,18109440,18062261,99.7395
rbd22,STAT,UNKNOWN,18109440,9080283,50.1412
rbd3,ROC-LOC,EOG,18585600,654,0.0035
rbd3,FP2-F4,EEG,18585600,2215,0.0119
rbd3,F4-C4,EEG,18585600,937,0.005
rbd3,C4-P4,EEG,18585600,655,0.0035
rbd3,P4-O2,EEG,18585600,3510,0.0189
rbd3,FP1-F3,EEG,18585600,4406,0.0237
rbd3,F3-C3,EEG,18585600,1207,0.0065
rbd3,C3-P3,EEG,18585600,934,0.005
rbd3,P3-O1,EEG,18585600,1342,0.0072
rbd3,C4-A1,EEG,18585600,902,0.0049
rbd3,EMG1-EMG2,EMG,18585600,51,0.0003
rbd3,ECG1-ECG2,ECG,18585600,2272,0.0122
rbd3,DX1-DX2,OTHER,18585600,297,0.0016
rbd3,SX1-SX2,OTHER,18585600,749,0.004
rbd3,F8-T4,EEG,18585600,85,0.0005
rbd3,F7-T3,EEG,18585600,529,0.0028
rbd3,TORACE,THORAX,18585600,3173391,17.0745
rbd3,ADDOME,ABDOMEN,18585600,4782186,25.7306
rbd3,POSITION,OTHER,18585600,18585561,99.9998
rbd3,SAO2,OXYGEN,18585600,18585187,99.9978
rbd3,MIC,OTHER,18585600,0,0.0
rbd3,HR,UNKNOWN,18585600,18585220,99.998
rbd3,PLETH,OXYGEN,18585600,18479579,99.4296
rbd3,STAT,UNKNOWN,18585600,11743518,63.1861
rbd4,ROC-LOC,EOG,26388992,29,0.0001
rbd4,FP2-F4,EEG,26388992,0,0.0
rbd4,F4-C4,EEG,26388992,0,0.0
rbd4,C4-P4,EEG,26388992,93,0.0004
rbd4,P4-O2,EEG,26388992,91,0.0003
rbd4,C4-A1,EEG,26388992,0,0.0
rbd4,EMG1-EMG2,EMG,26388992,0,0.0
rbd4,ECG1-ECG2,ECG,26388992,2168,0.0082
rbd4,DX1-DX2,OTHER,26388992,1068,0.004
rbd4,SX1-SX2,OTHER,26388992,184,0.0007
rbd4,F8-T4,EEG,26388992,16,0.0001
rbd4,F7-T3,EEG,26388992,0,0.0
rbd4,TORACE,THORAX,26388992,15520314,58.8136
rbd4,SAO2,OXYGEN,26388992,26386016,99.9887
rbd4,MIC,OTHER,26388992,0,0.0
rbd4,HR,UNKNOWN,26388992,26386198,99.9894
rbd4,PLETH,OXYGEN,26388992,26289249,99.622
rbd4,STAT,UNKNOWN,26388992,18798083,71.2346
rbd5,ROC-LOC,EOG,17817600,0,0.0
rbd5,FP2-F4,EEG,17817600,307,0.0017
rbd5,F4-C4,EEG,17817600,0,0.0
rbd5,C4-P4,EEG,17817600,0,0.0
rbd5,P4-O2,EEG,17817600,5498,0.0309
rbd5,FP1-F3,EEG,17817600,0,0.0
rbd5,F3-C3,EEG,17817600,0,0.0
rbd5,C3-P3,EEG,17817600,0,0.0
rbd5,P3-O1,EEG,17817600,0,0.0
rbd5,C4-A1,EEG,17817600,0,0.0
rbd5,EMG1-EMG2,EMG,17817600,8,0.0
rbd5,ECG1-ECG2,ECG,17817600,8728,0.049
rbd5,DX1-DX2,OTHER,17817600,0,0.0
rbd5,SX1-SX2,OTHER,17817600,1,0.0
rbd5,F8-T4,EEG,17817600,0,0.0
rbd5,F7-T3,EEG,17817600,114,0.0006
rbd5,TORACE,THORAX,17817600,2193528,12.311
rbd5,ADDOME,ABDOMEN,17817600,3071642,17.2394
rbd5,SAO2,OXYGEN,17817600,17817566,99.9998
rbd5,HR,UNKNOWN,17817600,17817511,99.9995
rbd5,PLETH,OXYGEN,17817600,17759970,99.6766
rbd5,STAT,UNKNOWN,17817600,6704696,37.6296
rbd6,ROC-LOC,EOG,27955200,393,0.0014
rbd6,LOC-ROC,UNKNOWN,27955200,393,0.0014
rbd6,F2-F4,UNKNOWN,27955200,0,0.0
rbd6,F4-C4,EEG,27955200,0,0.0
rbd6,C4-P4,EEG,27955200,0,0.0
rbd6,P4-O2,EEG,27955200,0,0.0
rbd6,C4-A1,EEG,27955200,107,0.0004
rbd6,EMG1-EMG2,EMG,27955200,13,0.0
rbd6,ECG1-ECG2,ECG,27955200,2644,0.0095
rbd6,TERMISTORE,UNKNOWN,27955200,0,0.0
rbd6,TORACE,THORAX,27955200,3424290,12.2492
rbd6,ADDOME,ABDOMEN,27955200,19751105,70.6527
rbd6,DX1-DX2,OTHER,27955200,26475,0.0947
rbd6,SX1-SX2,OTHER,27955200,68055,0.2434
rbd6,HR,UNKNOWN,27955200,27954241,99.9966
rbd6,SPO2,OXYGEN,27955200,27954459,99.9973
rbd7,ROC-LOC,EOG,16189952,0,0.0
rbd7,FP2-F4,EEG,16189952,0,0.0
rbd7,F4-C4,EEG,16189952,0,0.0
rbd7,C4-P4,EEG,16189952,0,0.0
rbd7,P4-O2,EEG,16189952,0,0.0
rbd7,FP1-F3,EEG,16189952,0,0.0
rbd7,F3-C3,EEG,16189952,0,0.0
rbd7,C3-P3,EEG,16189952,0,0.0
rbd7,P3-O1,EEG,16189952,0,0.0
rbd7,C4-A1,EEG,16189952,0,0.0
rbd7,EMG1-EMG2,EMG,16189952,1090,0.0067
rbd7,ECG1-ECG2,ECG,16189952,164,0.001
rbd7,DX1-DX2,OTHER,16189952,0,0.0
rbd7,SX1-SX2,OTHER,16189952,0,0.0
rbd7,F8-T4,EEG,16189952,0,0.0
rbd7,F7-T3,EEG,16189952,0,0.0
rbd7,TORACE,THORAX,16189952,1802402,11.1328
rbd7,ADDOME,ABDOMEN,16189952,3100699,19.152
rbd7,POSITION,OTHER,16189952,16189913,99.9998
rbd7,SAO2,OXYGEN,16189952,16189921,99.9998
rbd7,HR,UNKNOWN,16189952,16189912,99.9998
rbd7,PLETH,OXYGEN,16189952,16107749,99.4923
rbd7,STAT,UNKNOWN,16189952,6869501,42.4306
rbd8,ROC-LOC,EOG,16497152,0,0.0
rbd8,FP2-F4,EEG,16497152,0,0.0
rbd8,F4-C4,EEG,16497152,0,0.0
rbd8,C4-P4,EEG,16497152,0,0.0
rbd8,P4-O2,EEG,16497152,0,0.0
rbd8,FP1-F3,EEG,16497152,0,0.0
rbd8,F3-C3,EEG,16497152,0,0.0
rbd8,C3-P3,EEG,16497152,0,0.0
rbd8,P3-O1,EEG,16497152,0,0.0
rbd8,C4-A1,EEG,16497152,0,0.0
rbd8,EMG1-EMG2,EMG,16497152,0,0.0
rbd8,ECG1-ECG2,ECG,16497152,8979,0.0544
rbd8,DX1-DX2,OTHER,16497152,0,0.0
rbd8,SX1-SX2,OTHER,16497152,47,0.0003
rbd8,F8-T4,EEG,16497152,6,0.0
rbd8,F7-T3,EEG,16497152,3,0.0
rbd8,TORACE,THORAX,16497152,5353726,32.4524
rbd8,ADDOME,ABDOMEN,16497152,4286776,25.9849
rbd8,SAO2,OXYGEN,16497152,16497138,99.9999
rbd8,HR,UNKNOWN,16497152,16497136,99.9999
rbd8,PLETH,OXYGEN,16497152,16453575,99.7359
rbd8,STAT,UNKNOWN,16497152,2992042,18.1367
rbd9,ROC-LOC,EOG,18156032,0,0.0
rbd9,FP2-F4,EEG,18156032,0,0.0
rbd9,F4-C4,EEG,18156032,0,0.0
rbd9,C4-P4,EEG,18156032,0,0.0
rbd9,P4-O2,EEG,18156032,0,0.0
rbd9,FP1-F3,EEG,18156032,0,0.0
rbd9,F3-C3,EEG,18156032,0,0.0
rbd9,C3-P3,EEG,18156032,0,0.0
rbd9,P3-O1,EEG,18156032,0,0.0
rbd9,C4-A1,EEG,18156032,0,0.0
rbd9,EMG1-EMG2,EMG,18156032,0,0.0
rbd9,ECG1-ECG2,ECG,18156032,1032,0.0057
rbd9,DX1-DX2,OTHER,18156032,0,0.0
rbd9,SX1-SX2,OTHER,18156032,0,0.0
rbd9,F8-T4,EEG,18156032,0,0.0
rbd9,F7-T3,EEG,18156032,0,0.0
rbd9,SAO2,OXYGEN,18156032,18155934,99.9995
rbd9,HR,UNKNOWN,18156032,18155962,99.9996
rbd9,PLETH,OXYGEN,18156032,18100223,99.6926
rbd9,STAT,UNKNOWN,18156032,7731366,42.5829
sdb1,FP2-F4,EEG,7234560,7,0.0001
sdb1,F4-C4,EEG,7234560,0,0.0
sdb1,C4-P4,EEG,7234560,0,0.0
sdb1,P4-O2,EEG,7234560,7,0.0001
sdb1,C4-A1,EEG,7234560,0,0.0
sdb1,ROC-LOC,EOG,7234560,0,0.0
sdb1,EMG1-EMG2,EMG,7234560,1049,0.0145
sdb1,ECG1-ECG2,ECG,7234560,382,0.0053
sdb1,TIB SX,UNKNOWN,7234560,453609,6.27
sdb1,TIB DX,UNKNOWN,7234560,393100,5.4336
sdb1,SAO2,OXYGEN,7234560,7234412,99.998
sdb1,HR,UNKNOWN,7234560,7234283,99.9962
sdb1,PLETH,OXYGEN,7234560,7187321,99.347
sdb1,MIC,OTHER,7234560,0,0.0
sdb1,FLUSSO,FLOW,7234560,6641522,91.8027
sdb1,TORACE,THORAX,7234560,2015455,27.8587
sdb1,ADDDOME,ABDOMEN,7234560,932898,12.895
sdb2,FP2-F4,EEG,7879936,0,0.0
sdb2,F4-C4,EEG,7879936,0,0.0
sdb2,C4-P4,EEG,7879936,0,0.0
sdb2,P4-O2,EEG,7879936,0,0.0
sdb2,C4-A1,EEG,7879936,0,0.0
sdb2,ROC-LOC,EOG,7879936,17944,0.2277
sdb2,EMG1-EMG2,EMG,7879936,3055,0.0388
sdb2,ECG1-ECG2,ECG,7879936,109,0.0014
sdb2,FLUSSO,FLOW,7879936,4569249,57.9859
sdb2,TORACE,THORAX,7879936,1521859,19.3131
sdb2,ADDDOME,ABDOMEN,7879936,3224090,40.9152
sdb2,SAO2,OXYGEN,7879936,7879874,99.9992
sdb2,SX1-SX2,OTHER,7879936,1,0.0
sdb2,DX1-DX2,OTHER,7879936,0,0.0
sdb2,HR,UNKNOWN,7879936,7879893,99.9995
sdb2,PLETH,OXYGEN,7879936,7826828,99.326
sdb3,ROC-LOC,EOG,15759360,0,0.0
sdb3,LOC-ROC,UNKNOWN,15759360,0,0.0
sdb3,F2-F4,UNKNOWN,15759360,0,0.0
sdb3,F4-C4,EEG,15759360,0,0.0
sdb3,C4-P4,EEG,15759360,0,0.0
sdb3,P4-O2,EEG,15759360,0,0.0
sdb3,C4-A1,EEG,15759360,43,0.0003
sdb3,EMG1-EMG2,EMG,15759360,0,0.0
sdb3,ECG1-ECG2,ECG,15759360,3266,0.0207
sdb3,TERMISTORE,UNKNOWN,15759360,0,0.0
sdb3,TORACE,THORAX,15759360,4798566,30.449
sdb3,ADDOME,ABDOMEN,15759360,3531615,22.4096
sdb3,DX1-DX2,OTHER,15759360,98,0.0006
sdb3,SX1-SX2,OTHER,15759360,4536,0.0288
sdb3,POSIZIONE,UNKNOWN,15759360,15759360,100.0
sdb3,HR,UNKNOWN,15759360,15759090,99.9983
sdb3,SPO2,OXYGEN,15759360,15759190,99.9989
sdb3,SOUND,UNKNOWN,15759360,0,0.0
sdb4,ROC-LOC,EOG,10007040,106,0.0011
sdb4,FP2-F4,EEG,10007040,111,0.0011
sdb4,F4-C4,EEG,10007040,201,0.002
sdb4,C4-P4,EEG,10007040,19,0.0002
sdb4,P4-O2,EEG,10007040,95,0.0009
sdb4,C4-A1,EEG,10007040,0,0.0
sdb4,EMG1-EMG2,EMG,10007040,3124,0.0312
sdb4,ECG1-ECG2,ECG,10007040,141337,1.4124
sdb4,MIC,OTHER,10007040,0,0.0
sdb4,FLUSSO,FLOW,10007040,2487089,24.8534
sdb4,TORACE,THORAX,10007040,3960022,39.5724
sdb4,ADDDOME,ABDOMEN,10007040,2957614,29.5553
sdb4,SAO2,OXYGEN,10007040,10006893,99.9985
sdb4,SX1-SX2,OTHER,10007040,0,0.0
sdb4,DX1-DX2,OTHER,10007040,0,0.0
sdb4,POSITION,OTHER,10007040,0,0.0
sdb4,HR,UNKNOWN,10007040,10006671,99.9963
sdb4,PLETH,OXYGEN,10007040,9950005,99.4301
